idnr;uthestenavn
30036700;Miss Joan 
30036701;Nipoff Water 
30036702;Gretel Crown 
30036703;Mirka Tim 
30036704;Dayzy Ek 
30036705;B.B.S. Exita 
30036706;Right Time 
30036707;Straumur     
30036716;Fiona     
30036717;Superieur Son 
30036719;ESJA FRA ODDHOL     
30036736;Thinka 
30036737;Fyrstinden 
30036738;Nectar 
30036739;Sodea     
30036740;Jutulblakken     
30036741;Ikke godkjent Paintfar     
30036742;SV Simply Super Sonic     
30036743;Udøpt     
30036756;SYLFIDEN     
30036757;Rolls 
30036758;Flying Spur 
30036759;Day Is Dawning 
30036760;Flying Edge 
30036761;Eatmydust 
30036762;Freedom Pellini 
30036763;Itchy Feet Pellini 
30036764;Cool Question 
30036765;Black Duke 
30036766;Bjørnhaug Frøya     
30036767;Brage Mollyn     
30036768;Tretten     
30036769;Fun Board 
30036770;Spinning Fun 
30036771;Macleod's 
30036772;Sligo     
30036773;Kantures Jessy     
30036774;Simon of Sunshine 
30036775;The Great Santini 
30036776;Neat Dish 
30036777;Vitznau 
30036778;Magic Melody 
30036779;Sonny Red 
30036780;Refined 
30036781;Galeota 
30036782;H.M. Skuld     
30036783;H.M. Drage     
30036784;Badabing     
30036785;Vita Mai     
30036786;Silkegull     
30036787;Run Lilja     
30036788;Ringstad Frøkna     
30036789;Graneodin     
30036790;Viktoria     
30036791;Lome Frøya     
30036792;Lome Elegant     
30036793;Lida Odin     
30036794;Unieme     
30036795;Ucatoni     
30036796;Reitå     
30036797;Flyteld     
30036798;Ata's Lad     
30036799;Pilfaksa     
30036800;Cupa     
30036802;Magnetic Gun E.     
30036803;Super Bluff     
30036804;Trons Piril     
30036805;Granvins Stjerna     
30036806;Faldalsfrigg     
30036807;Evitas Blue     
30036808;Nero III     
30036809;Huldre Njål     
30036810;Sjøvoll Blesen     
30036811;Speedy Anna E.     
30036812;Findal Odin     
30036813;Findal Eira     
30036816;Heideblume St.pr     
30036817;Heidemi     
30036818;Herzdame     
30036819;Swarovski     
30036820;Allerbeste     
30036821;Busoni xx     
30036822;Baroness     
30036823;Waleska     
30036824;De Nira     
30036825;Hela VII     
30036826;Effekt     
30036827;Helvetia II     
30036828;Guarneri     
30036829;Guayana     
30036830;Guter Planet     
30036831;Habsburg II     
30036832;Hofrat     
30036833;Blue Hors Hotline     
30036834;Zantia     
30036835;UN     
30036836;Maike     
30036837;Taiga     
30036838;Strohmann xx     
30036839;Tes-Mira     
30036840;Blue Hors Rush Hour     
30036841;Mali     
30036842;Veronica     
30036843;Mobone     
30036844;Olanda     
30036845;Wisconsin     
30036846;Farona     
30036847;Karona     
30036848;Gouddona     
30036849;Hessel     
30036850;Celissa     
30036851;Paula     
30036852;Dorine     
30036853;Parmante     
30036854;Warmante     
30036855;Charmante     
30036856;Jazz     
30036857;Orona     
30036858;Alana     
30036859;Nicolas     
30036860;Hester     
30036861;Maria     
30036862;Fernanda     
30036863;Cadet     
30036864;Beatrix     
30036865;Homerus     
30036866;Landy     
30036867;Flocke     
30036868;Cronella     
30036869;Roemer     
30036870;ZsuZsa     
30036871;Rousseau     
30036872;Blue Hors Zack     
30036873;Derse     
30036874;Nestroy     
30036875;Montage     
30036876;Carra     
30036877;M-Romina     
30036878;Jomina     
30036879;Camargue     
30036880;Lislan Lady     
30036881;Jab xx     
30036882;Lislan Bell     
30036883;King's Leap xx     
30036884;Monon xx     
30036885;Samiel xx     
30036886;Lislan Pet     
30036887;Rough Silk     
30036888;SABRINA     
30036889;A.N. Cornelia     
30036890;WARLOCK     
30036891;MOLINAS PHILADELPHIA     
30036892;Andiana     
30036893;Isabella     
30036894;Masaya RDS 
30036895;Jasmin F36     
30036896;Gasbin F36 EDH 1129     
30036897;Pinhead EDS 2361     
30036898;Amadi Nørgaard EDH 2111     
30036899;Strandrose     
30036900;Vena     
30036901;Uria     
30036902;Convent     
30036903;Harra x     
30036904;Nora     
30036905;Luitenant     
30036906;Olfrieda     
30036907;Welfrieda     
30036908;Olfrieda     
30036909;Elly     
30036910;Heartbeat     
30036911;Cantana     
30036912;Illusion     
30036913;Barigoule     
30036914;Echo D'Hera     
30036915;Arpege de Coudre     
30036916;Krunch De Breve     
30036917;Baronessen xx     
30036918;Ran DH 2646     
30036919;Potnia DH 4016     
30036920;Krake Ask     
30036921;Cindy     
30036922;Livello     
30036923;That'll Do     
30036924;Challenge     
30036925;Ibar Lady     
30036926;May Day     
30036927;Pollini     
30036928;Nikky     
30036936;Midnight Tibur     
30036937;Røster     
30036938;Thai Cardinal     
30036939;Thai Offshore     
30036940;Nice Sarah     
30036941;American Chip     
30036942;Udøpt     
30036943;Runalill     
30036944;Smedviktor     
30036945;Kolbu Tarzan     
30036946;Mystic Pepper     
30036947;Lia Gunn     
30036948;Cute Coktail     
30036949;Høiby Lilja     
30036950;Høiby May     
30036951;Jolly Broline 
30036952;Opala Kievitshof 
30036953;Victor Kievitshof 
30036954;Charmy Ås 
30036955;Martin Palema 
30036956;King Orlando Junior     
30036957;Hot Match     
30036958;Patricia Marie 
30036959;Abrocia 
30036960;Stars Harlan 
30036961;Jano Anni 
30036962;Jerk Eldgutt     
30036963;Phar Khan 
30036964;All For Fun     
30036965;Days Go By     
30036966;Entreaty 
30036967;Armbro Witch 
30036968;Astoria Lobell 
30036969;Tom Ridge 
30036970;American     
30036971;Blisjur     
30036972;Jærvsørappa     
30036973;Lyngens Friskus     
30036974;Giant News     
30036975;Nebbenes Jahn     
30036976;Nebbenes Jerven     
30036977;Droseld     
30036978;Waitforme     
30036979;Nerstu Prinsen     
30036980;SILVER RHAPSODY     
30036981;Jakarta 
30036982;Puggy 
30036983;Calma     
30036984;Faust af Elmelygård SKN 7     
30036985;Phacton x     
30036986;Camina 17009     
30036987;Phame     
30036988;L'Etoile La Lune 
30036989;Bertranicus 
30036996;Solvalla     
30036997;Nøkkestjerna     
30036998;Ådne Admiral     
30036999;Daddy Cool     
30037000;Talwanda     
30037001;G.M. Lady Love     
30037002;Destine To Be One     
30037003;V.I.P. One     
30037004;Like A Magic One     
30037005;Wipper     
30037006;Kalimera One     
30037007;Nito Nicklas     
30037008;Miralda     
30037009;Sylv Eldi     
30037010;Broadway Man     
30037011;Vinner Rappa     
30037012;Gullhår     
30037013;Krylling Kompis     
30037014;Bina Grana     
30037015;Prinse Ulvi     
30037016;Icora Iwana     
30037017;Elegant Lady 
30037018;M.S. Capisce     
30037019;H.G. Islin     
30037020;Lovestile     
30037021;Standing Ovation     
30037022;Prince of Elegance 
30037023;Vestringen Jr.     
30037024;Steinvår     
30037025;Blær     
30037026;Skoggi     
30037027;Alva Hammering 
30037028;Tiger Tex 
30037029;Knoosh 
30037030;Gudrun Orkan 
30037031;Baby Zip 
30037032;Relaunch 
30037033;Thirty Zip 
30037034;City Zip 
30037035;Belinda Selvad OLN 97016     
30037036;Balougran Z     
30037037;Oborough     
30037038;Singulord Jotur     
30037039;Ucella     
30037040;Cella     
30037041;Inella     
30037042;Vaillant     
30037043;Jeverta keur pref     
30037044;Weverta     
30037045;Jeverta     
30037046;Zephira pref prest     
30037047;Jubilante ster     
30037048;Nigrante     
30037049;Solitair     
30037050;Zaralinda     
30037051;Nolita ster prest     
30037052;Bartje ster     
30037054;Amazing Surviver 
30037055;Hepburn Tuna 
30037056;Romeo Wibb 
30037057;Parodie     
30037058;Walldorf     
30037059;Jo Jo's Babe 
30037060;Folkert     
30037061;Arageta II     
30037062;Armene     
30037063;Armone     
30037064;Athene St.pr     
30037065;Arwaldis     
30037066;Arkona     
30037067;Sandakan     
30037068;Ordensherr     
30037069;Regal Realm 
30037070;Silk Cut 
30037071;Ina F3     
30037072;Lehar     
30037073;Lehna F3     
30037074;Dana F3     
30037075;Diana F3     
30037076;Cindy     
30037077;Censia     
30037078;Sigge Best 
30037079;Halt     
30037080;Hera St.pr     
30037081;Landfriede     
30037082;Kurde x     
30037083;Fechtarm     
30037084;Almgedicht     
30037085;Fechtalm St.pr     
30037086;Kurland     
30037087;Kuerliebchen DS 419     
30037088;Linette RDS 1634     
30037089;Dorina     
30037090;Grey Mahrhu xx     
30037091;Dreamgirl     
30037092;Mascot     
30037093;Chanse     
30037094;Saba     
30037095;Lord Patrick xx     
30037096;Carmen     
30037097;Invit     
30037098;Malabar Lady 
30037099;Lady Katherine 
30037100;Thora F36     
30037101;Foffe Cam 
30037102;Mona F36     
30037103;Monica F36     
30037104;Inika F63     
30037105;Guvernör     
30037106;Silvia     
30037107;Sizu     
30037108;Nactus     
30037109;The Golden Way 
30037110;Celine     
30037111;Neujahr     
30037112;Version St.pr     
30037113;Vers I     
30037114;Almut     
30037115;Altea     
30037116;Altan II     
30037117;Almanach I     
30037118;Tichonja 27     
30037119;Trafaret     
30037120;Grenzmaid St.pr     
30037121;Grenzdirne     
30037122;Gretchen V     
30037123;Grenzfall     
30037124;Wiesenliebe     
30037125;Gipsy     
30037126;Piment     
30037127;Adept     
30037128;Sudistin St.pr     
30037129;Astor     
30037130;Senata     
30037131;Dietlinde     
30037132;Asdi     
30037133;Petite     
30037134;Dujonika     
30037135;Weichsel     
30037136;Athene     
30037137;Carla     
30037138;Gina St.pr     
30037139;Wakita     
30037156;Bo Brady     
30037157;Branessjefen     
30037158;Sprov Lotte     
30037159;Heiselden     
30037160;Baby Lavida     
30037161;Lilljom     
30037162;Happilyeverafter     
30037163;Megårds Maia     
30037164;My Super     
30037165;Kvern Lyn     
30037166;Love You Ticket     
30037167;B.B. Juventus     
30037168;Lifting Joy     
30037169;Only Palema K.B.     
30037170;Volden Stjerna     
30037171;Hot Babe Royal     
30037172;Malakitt     
30037173;Turbo Vinter     
30037174;Bell Sona     
30037175;Min Even     
30037176;Ringo Diana     
30037177;Art Nattfari     
30037178;Asi fra Jord     
30037196;Youngstown 
30037197;Careless Nora 
30037199;Tri Jet 
30037200;Sailaway 
30037216;Sweetie     
30037217;Calypso     
30037218;Buen Rumbero 
30037219;Bippe Stankelbein     
30037220;Coup 
30037221;Åsgard Ty     
30037222;Ulljerven     
30037223;Spikåsa     
30037224;Frøken Anni     
30037225;Lester     
30037226;Stjärna     
30037227;Maja     
30037228;Sweet Alma     
30037229;Moe Menja     
30037230;Elmer     
30037231;Skaffer Ella     
30037232;Eowyn     
30037233;Hot Vacation H.     
30037234;Star Gloria     
30037235;Durgas Turbo     
30037236;Independent O.     
30037237;Intact O.     
30037238;Immortal O.     
30037239;Raising Sand     
30037240;Fantastic Hot Power     
30037241;Caneson     
30037242;Hauerseter Luna     
30037243;Eartha Bambina     
30037244;Rimfaks     
30037245;Pirilfrøkna     
30037246;Yarax     
30037247;Tango     
30037248;Ballimore Bay     
30037249;Sunshine Bay     
30037250;Fortaleza     
30037251;Pajarraco     
30037252;GAYA     
30037256;ShowBoss     
30037257;Kalinka     
30037258;Trym     
30037259;Balder     
30037276;Surprise     
30037277;CHANELS MALOE     
30037278;Zanduria     
30037279;Franziva's Miracle     
30037280;Lady Kiara     
30037281;The Rock     
30037282;Chili     
30037283;Kingforaday     
30037284;Nimble Story     
30037285;Huldre Niri     
30037286;Virvel Prinsen     
30037287;K.L.M. Buymethemoon     
30037288;Ugh Ugh     
30037289;Minni Mezzo     
30037290;Alsaker Elfax     
30037291;Enge Jo     
30037292;Skar Lotta     
30037293;Ylvira     
30037294;Ju S. Aiden     
30037295;Scream     
30037296;Aqua Impression     
30037297;Eck Vitalis     
30037298;Dance For Me     
30037299;Espe Elle     
30037300;Briskeby Rauen     
30037301;Continental S.G.     
30037302;Låhne Loke     
30037303;Say No More     
30037304;Tangen Ida     
30037305;Tangen Tom     
30037306;Guns'n Rose     
30037307;Onuine Comfort 
30037308;No Pain No Gain 
30037309;Peggy     
30037310;Bambi     
30037311;Solitaire     
30037312;Shalom Calypso     
30037313;Truuske     
30037314;Pay Attention     
30037315;Veronica     
30037316;Lumina     
30037317;Tami     
30037318;Lambita     
30037319;Tuva     
30037320;Salimba     
30037321;Calypso     
30037322;Mystery     
30037323;Vicky Bally Odds     
30037324;Sara     
30037325;Gelette Sømark DS 7621 
30037326;Vestergård Helle     
30037327;Forgotten Sunflower     
30037328;Laveire     
30037329;Cantania     
30037330;Yoyce     
30037331;Apache     
30037332;Carlandossa     
30037333;Anniki     
30037334;Rosa Linda     
30037335;Cristies Cavalique     
30037336;Fibia 
30037337;Montana F.H. 
30037338;Cashmere 
30037339;Jamilia 
30037340;Vinn De Luxe 
30037356;Sailer     
30037357;Franzi     
30037358;Nerv     
30037359;Camilia     
30037360;Nadja     
30037361;Namara     
30037362;Gloria     
30037363;Gabi     
30037364;Holstein     
30037365;Gabrina     
30037366;Bonnie Holmager 
30037367;Oliver Holmager 
30037368;Lady Of The Night 
30037369;Nautilus 
30037370;Waschera     
30037371;Ibroz     
30037372;Sanner Sid     
30037373;May Grace Tibur     
30037374;Gold Passion     
30037375;Drifting Speed     
30037376;Saturday Speed     
30037377;Istate     
30037378;Glory Speed     
30037379;Monica Bar     
30037380;Opera     
30037381;Pålhusblesa     
30037382;Risa     
30037383;Karmland Fakse     
30037384;Karmland Trym     
30037385;Reser Frøkna     
30037386;Sjefspia     
30037387;Gjølmes Juliano     
30037388;Simmantha     
30037389;Sweet Sunday 
30037390;Stram Vaier     
30037391;Ringo Pearl     
30037392;Overandover     
30037393;Viva La Diva     
30037394;Sirtaki     
30037395;Flashline 
30037396;RADON     
30037416;Conceptualistic     
30037417;Optimalistic     
30037418;Haake Ole     
30037419;Haake Dole     
30037420;Haake Doffen     
30037421;Fetisch 
30037422;Baltic Sel 
30037423;Corgy     
30037424;Tanjana     
30037425;Tannenberg     
30037426;Corgia     
30037427;Carina II     
30037428;Harfner     
30037429;Tarantella S.I.R. 
30037430;Famous Cristy 
30037431;Hitch Hiker 
30037432;Mo Stjerna     
30037433;Milfaksen     
30037434;Hambler's Waschera     
30037435;Dark Street     
30037436;Magnetic Hero     
30037437;Silva Star Nevele     
30037438;Alsaker Torres     
30037439;Lille Bo     
30037440;Rolvson     
30037441;Emilie Winner     
30037442;Moi Jerka     
30037443;Moi Vilja     
30037444;Troll Evita     
30037445;Dag En     
30037446;Against All Odds     
30037447;Siljevinna V.H.     
30037448;Eternity Noor     
30037449;Fam Filiokus     
30037450;Kalland Waikiki     
30037451;Gosen Frid     
30037452;Udøpt     
30037453;Phoebe Goal     
30037454;Stumne Flir     
30037455;Holter Nanna     
30037456;Emily's Surprise     
30037476;My Favorite DH 329     
30037477;Favorite Girl ERDS 6817     
30037478;Manilla DS 11744     
30037479;Max'elle     
30037480;Old. hp     
30037481;Fanny NR. 4861     
30037482;Therese     
30037483;Hoffmann     
30037484;Fjuri NR. 7541     
30037485;Folkmar     
30037486;Jagdwild     
30037487;Forscherbotin     
30037488;Marcon     
30037489;Månestråle     
30037490;Prins Kundby     
30037491;Tulle Storgård     
30037492;Minka Dyssemosegaard     
30037493;Sus DS 346     
30037494;Safir ROR 6800183     
30037495;Bolette RDS 3409     
30037496;Wanderin     
30037497;Anteil     
30037498;Aristides     
30037499;U.N.     
30037500;Feurige     
30037501;Artige     
30037502;Lovely     
30037503;Wolkentanz II     
30037504;Mon Giselle     
30037516;Acksjøfaxa 
30037517;Jane Walker 
30037518;Jane's Enterprise 
30037536;Pirerrot     
30037537;Emir Van Terbekenhof     
30037538;Ronja     
30037539;Ljoni     
30037540;Tussi     
30037541;Hilde Van Halfweg     
30037542;Daisy Van De Veldvoort     
30037543;Nancy Van De Veldvoort     
30037544;Bjørli Tausa     
30037545;Tagliatelle     
30037546;Ulfsås Hjalmar     
30037547;Slå Odin     
30037548;Høiby Viking     
30037549;Eugeen Van De Veldvoort     
30037550;Lisa Van Opdorp     
30037551;Mr. Money Chill     
30037552;Vera Van De Elsakker     
30037553;Rita Invalley     
30037554;Lemozin T.H. 
30037555;Haukeli Hildur     
30037556;Ideal De Meetkerke     
30037557;Korat     
30037558;Valle Fyken     
30037559;Valle Fanny     
30037560;Svorkmin     
30037561;Jamie Bonanza     
30037562;Rain Maker     
30037563;Rangone Boko 
30037564;Spring Frøya     
30037565;Vera Van Popkensburg     
30037566;Sugar Trader 
30037567;Gloire d'Inverne 
30037568;Otto Van ' T Eendenhof     
30037569;Otto Van Brandevoort     
30037570;Martine Van De Amer     
30037571;Arco Van Kraayenstein     
30037572;Faksson     
30037573;Stjernetøff     
30037574;Valentina     
30037575;Maya     
30037576;Main Strong     
30037577;Looking Flower Shine     
30037578;Leyton U.     
30037579;Nergaards Driva     
30037580;Bjørli Buster     
30037581;Magnetico     
30037582;Vårbergstjerna     
30037583;Vinterfaks     
30037584;Våler Vilja     
30037585;K.L.M. La'du Vec     
30037586;Haugestad Storm     
30037587;Haugestad Jon     
30037588;Haugestad Juni     
30037589;O'Neil Bob 
30037590;Paunt Nore     
30037591;Ticket 33511     
30037592;Kay Leo 166300     
30037593;Klondike 750871     
30037594;Inka     
30037595;Kay's Dandy 726528     
30037596;Lucky Ticket 29868     
30037597;Lucky Marlen     
30037598;Abgott     
30037599;Isabella     
30037600;Abgott's Jonny     
30037601;Baquero     
